,effectiveCandidates,party,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
60,['PAULO ALEXANDRE DE OLIVEIRA SILVA'],CH,0,CH,1,0,4.87,0,5.1,532,"{'availableMandates': 0, 'blankVotes': 306, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 198, 'nullVotesPercentage': 1.81, 'numberParishes': 4, 'numberVoters': 10935, 'percentageVoters': 52.41}",Oliveira do Bairro,Aveiro,0,306,2.8,,False,198,1.81,4,10935,52.41
61,['JOÃO SILVA E SOUSA'],PCP-PEV,0,PCP-PEV,1,0,1.08,0,1.13,118,"{'availableMandates': 0, 'blankVotes': 306, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 198, 'nullVotesPercentage': 1.81, 'numberParishes': 4, 'numberVoters': 10935, 'percentageVoters': 52.41}",Oliveira do Bairro,Aveiro,0,306,2.8,,False,198,1.81,4,10935,52.41
62,['JOSÉ CARLOS PEREIRA DE ALMEIDA SOARES'],PPD/PSD,0,PPD/PSD,1,3,35.5,0,37.22,3882,"{'availableMandates': 0, 'blankVotes': 306, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 198, 'nullVotesPercentage': 1.81, 'numberParishes': 4, 'numberVoters': 10935, 'percentageVoters': 52.41}",Oliveira do Bairro,Aveiro,0,306,2.8,,False,198,1.81,4,10935,52.41
63,['CARLOS ALBERTO DE BARROS FERREIRA'],PS,0,PS,1,0,8.37,0,8.77,915,"{'availableMandates': 0, 'blankVotes': 306, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 198, 'nullVotesPercentage': 1.81, 'numberParishes': 4, 'numberVoters': 10935, 'percentageVoters': 52.41}",Oliveira do Bairro,Aveiro,0,306,2.8,,False,198,1.81,4,10935,52.41
64,['ISMAEL RIBEIRO LISBOA VARANDA'],B.E.,0,B.E.,1,0,3.1,0,3.25,833,"{'availableMandates': 0, 'blankVotes': 737, 'blankVotesPercentage': 2.74, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 539, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 26888, 'percentageVoters': 53.03}",Ovar,Aveiro,0,737,2.74,,False,539,2.0,5,26888,53.03
65,['MÁRIO RUI PINHO NATÁRIA'],CDS-PP,0,CDS-PP,1,0,5.49,0,5.77,1477,"{'availableMandates': 0, 'blankVotes': 737, 'blankVotesPercentage': 2.74, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 539, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 26888, 'percentageVoters': 53.03}",Ovar,Aveiro,0,737,2.74,,False,539,2.0,5,26888,53.03
66,['JOSÉ HENRIQUE RODRIGUES DA SILVA'],CH,0,CH,1,0,1.73,0,1.82,465,"{'availableMandates': 0, 'blankVotes': 737, 'blankVotesPercentage': 2.74, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 539, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 26888, 'percentageVoters': 53.03}",Ovar,Aveiro,0,737,2.74,,False,539,2.0,5,26888,53.03
67,['HENRIQUE MANUEL DIAS ARAÚJO'],NC/PPM,0,NC/PPM,1,0,7.62,0,8.0,2049,"{'availableMandates': 0, 'blankVotes': 737, 'blankVotesPercentage': 2.74, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 539, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 26888, 'percentageVoters': 53.03}",Ovar,Aveiro,0,737,2.74,,False,539,2.0,5,26888,53.03
68,['CARLOS MANUEL FERREIRA RAMOS'],PCP-PEV,0,PCP-PEV,1,0,2.77,0,2.91,745,"{'availableMandates': 0, 'blankVotes': 737, 'blankVotesPercentage': 2.74, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 539, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 26888, 'percentageVoters': 53.03}",Ovar,Aveiro,0,737,2.74,,False,539,2.0,5,26888,53.03
69,['SALVADOR MALHEIRO FERREIRA DA SILVA'],PPD/PSD,1,PPD/PSD,1,7,57.01,1,59.85,15329,"{'availableMandates': 0, 'blankVotes': 737, 'blankVotesPercentage': 2.74, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 539, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 26888, 'percentageVoters': 53.03}",Ovar,Aveiro,0,737,2.74,,False,539,2.0,5,26888,53.03
70,['ALCIDES CARDOSO ALVES'],PS,0,PS,1,2,17.53,0,18.41,4714,"{'availableMandates': 0, 'blankVotes': 737, 'blankVotesPercentage': 2.74, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 539, 'nullVotesPercentage': 2.0, 'numberParishes': 5, 'numberVoters': 26888, 'percentageVoters': 53.03}",Ovar,Aveiro,0,737,2.74,,False,539,2.0,5,26888,53.03
71,['BÁRBARA MANUELA OLIVEIRA DA COSTA PINTO'],B.E.,0,B.E.,1,0,3.72,0,3.9,2596,"{'availableMandates': 0, 'blankVotes': 2113, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1167, 'nullVotesPercentage': 1.67, 'numberParishes': 21, 'numberVoters': 69875, 'percentageVoters': 55.61}",Santa Maria da Feira,Aveiro,0,2113,3.02,,False,1167,1.67,21,69875,55.61
72,['ALECSANDER DO AMARAL PEREIRA'],CDS-PP,0,CDS-PP,1,0,3.26,0,3.42,2275,"{'availableMandates': 0, 'blankVotes': 2113, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1167, 'nullVotesPercentage': 1.67, 'numberParishes': 21, 'numberVoters': 69875, 'percentageVoters': 55.61}",Santa Maria da Feira,Aveiro,0,2113,3.02,,False,1167,1.67,21,69875,55.61
73,['MIGUEL DUARTE VITA MARTINS DA CRUZ'],CH,0,CH,1,0,2.83,0,2.97,1979,"{'availableMandates': 0, 'blankVotes': 2113, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1167, 'nullVotesPercentage': 1.67, 'numberParishes': 21, 'numberVoters': 69875, 'percentageVoters': 55.61}",Santa Maria da Feira,Aveiro,0,2113,3.02,,False,1167,1.67,21,69875,55.61
74,['CARLA CRISTINA NEVES DE LIMA ABREU'],IL,0,IL,1,0,2.7,0,2.83,1886,"{'availableMandates': 0, 'blankVotes': 2113, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1167, 'nullVotesPercentage': 1.67, 'numberParishes': 21, 'numberVoters': 69875, 'percentageVoters': 55.61}",Santa Maria da Feira,Aveiro,0,2113,3.02,,False,1167,1.67,21,69875,55.61
75,['ANDREA CARLA GONÇALVES DOMINGOS'],PAN,0,PAN,1,0,1.47,0,1.55,1029,"{'availableMandates': 0, 'blankVotes': 2113, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1167, 'nullVotesPercentage': 1.67, 'numberParishes': 21, 'numberVoters': 69875, 'percentageVoters': 55.61}",Santa Maria da Feira,Aveiro,0,2113,3.02,,False,1167,1.67,21,69875,55.61
76,['ISABEL CRISTINA PEREIRA DE SOUSA GOMES'],PCP-PEV,0,PCP-PEV,1,0,2.33,0,2.44,1627,"{'availableMandates': 0, 'blankVotes': 2113, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1167, 'nullVotesPercentage': 1.67, 'numberParishes': 21, 'numberVoters': 69875, 'percentageVoters': 55.61}",Santa Maria da Feira,Aveiro,0,2113,3.02,,False,1167,1.67,21,69875,55.61
77,['EMIDIO FERREIRA DOS SANTOS SOUSA'],PPD/PSD,1,PPD/PSD,1,7,48.91,1,51.32,34177,"{'availableMandates': 0, 'blankVotes': 2113, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1167, 'nullVotesPercentage': 1.67, 'numberParishes': 21, 'numberVoters': 69875, 'percentageVoters': 55.61}",Santa Maria da Feira,Aveiro,0,2113,3.02,,False,1167,1.67,21,69875,55.61
78,['MÁRCIO SANTOS CORREIA'],PS,0,PS,1,4,30.09,0,31.57,21026,"{'availableMandates': 0, 'blankVotes': 2113, 'blankVotesPercentage': 3.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1167, 'nullVotesPercentage': 1.67, 'numberParishes': 21, 'numberVoters': 69875, 'percentageVoters': 55.61}",Santa Maria da Feira,Aveiro,0,2113,3.02,,False,1167,1.67,21,69875,55.61
79,['RICARDO MANUEL TAVARES DA SILVA'],CDS-PP,0,CDS-PP,1,2,22.41,0,23.26,1654,"{'availableMandates': 0, 'blankVotes': 136, 'blankVotesPercentage': 1.84, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 135, 'nullVotesPercentage': 1.83, 'numberParishes': 7, 'numberVoters': 7382, 'percentageVoters': 69.73}",Sever do Vouga,Aveiro,0,136,1.84,,False,135,1.83,7,7382,69.73
80,['BRUNO FILIPE PEREIRA MARQUES'],PCP-PEV,0,PCP-PEV,1,0,1.56,0,1.62,115,"{'availableMandates': 0, 'blankVotes': 136, 'blankVotesPercentage': 1.84, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 135, 'nullVotesPercentage': 1.83, 'numberParishes': 7, 'numberVoters': 7382, 'percentageVoters': 69.73}",Sever do Vouga,Aveiro,0,136,1.84,,False,135,1.83,7,7382,69.73
81,['PEDRO AMADEU FERNANDES LOPES LOBO'],PPD/PSD,0,PPD/PSD,1,3,43.51,1,45.17,3212,"{'availableMandates': 0, 'blankVotes': 136, 'blankVotesPercentage': 1.84, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 135, 'nullVotesPercentage': 1.83, 'numberParishes': 7, 'numberVoters': 7382, 'percentageVoters': 69.73}",Sever do Vouga,Aveiro,0,136,1.84,,False,135,1.83,7,7382,69.73
82,['ANTÓNIO JOSÉ MARTINS COUTINHO'],PS,0,PS,1,2,28.85,0,29.95,2130,"{'availableMandates': 0, 'blankVotes': 136, 'blankVotesPercentage': 1.84, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 135, 'nullVotesPercentage': 1.83, 'numberParishes': 7, 'numberVoters': 7382, 'percentageVoters': 69.73}",Sever do Vouga,Aveiro,0,136,1.84,,False,135,1.83,7,7382,69.73
83,['SARA RAQUEL FERREIRA DA COSTA'],B.E.,0,B.E.,1,0,3.85,0,4.01,374,"{'availableMandates': 0, 'blankVotes': 268, 'blankVotesPercentage': 2.76, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 118, 'nullVotesPercentage': 1.22, 'numberParishes': 1, 'numberVoters': 9708, 'percentageVoters': 49.03}",São João da Madeira,Aveiro,0,268,2.76,,False,118,1.22,1,9708,49.03
84,['PEDRO MIGUEL FERREIRA LISBOA'],CH,0,CH,1,0,2.82,0,2.94,274,"{'availableMandates': 0, 'blankVotes': 268, 'blankVotesPercentage': 2.76, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 118, 'nullVotesPercentage': 1.22, 'numberParishes': 1, 'numberVoters': 9708, 'percentageVoters': 49.03}",São João da Madeira,Aveiro,0,268,2.76,,False,118,1.22,1,9708,49.03
85,['MANUEL ALBERTO DOS SANTOS LONDREIRA'],NC,0,NC,1,0,1.05,0,1.09,102,"{'availableMandates': 0, 'blankVotes': 268, 'blankVotesPercentage': 2.76, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 118, 'nullVotesPercentage': 1.22, 'numberParishes': 1, 'numberVoters': 9708, 'percentageVoters': 49.03}",São João da Madeira,Aveiro,0,268,2.76,,False,118,1.22,1,9708,49.03
86,['JORGE MANUEL DE RESENDE CORTEZ'],PCP-PEV,0,PCP-PEV,1,0,4.57,0,4.76,444,"{'availableMandates': 0, 'blankVotes': 268, 'blankVotesPercentage': 2.76, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 118, 'nullVotesPercentage': 1.22, 'numberParishes': 1, 'numberVoters': 9708, 'percentageVoters': 49.03}",São João da Madeira,Aveiro,0,268,2.76,,False,118,1.22,1,9708,49.03
87,['JOÃO RODRIGO PINHO DE ALMEIDA'],PPD/PSD.CDS-PP.IL,0,PPD/PSD.CDS-PP.IL,1,3,32.13,0,33.46,3119,"{'availableMandates': 0, 'blankVotes': 268, 'blankVotesPercentage': 2.76, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 118, 'nullVotesPercentage': 1.22, 'numberParishes': 1, 'numberVoters': 9708, 'percentageVoters': 49.03}",São João da Madeira,Aveiro,0,268,2.76,,False,118,1.22,1,9708,49.03
88,['JORGE MANUEL RODRIGUES VULTOS SEQUEIRA'],PS,1,PS,1,4,51.6,1,53.73,5009,"{'availableMandates': 0, 'blankVotes': 268, 'blankVotesPercentage': 2.76, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 118, 'nullVotesPercentage': 1.22, 'numberParishes': 1, 'numberVoters': 9708, 'percentageVoters': 49.03}",São João da Madeira,Aveiro,0,268,2.76,,False,118,1.22,1,9708,49.03
89,['MARIA DO CÉU PEREIRA SARABANDO MARQUES'],CDS-PP,0,CDS-PP,1,1,19.44,0,20.35,2270,"{'availableMandates': 0, 'blankVotes': 302, 'blankVotesPercentage': 2.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 218, 'nullVotesPercentage': 1.87, 'numberParishes': 8, 'numberVoters': 11675, 'percentageVoters': 53.17}",Vagos,Aveiro,0,302,2.59,,False,218,1.87,8,11675,53.17
90,['VICTOR OLIVEIRA DA CONCEIÇÃO'],CH,0,CH,1,0,5.41,0,5.67,632,"{'availableMandates': 0, 'blankVotes': 302, 'blankVotesPercentage': 2.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 218, 'nullVotesPercentage': 1.87, 'numberParishes': 8, 'numberVoters': 11675, 'percentageVoters': 53.17}",Vagos,Aveiro,0,302,2.59,,False,218,1.87,8,11675,53.17
91,['ALEXANDRE CLARO LOFF'],PCP-PEV,0,PCP-PEV,1,0,1.24,0,1.3,145,"{'availableMandates': 0, 'blankVotes': 302, 'blankVotesPercentage': 2.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 218, 'nullVotesPercentage': 1.87, 'numberParishes': 8, 'numberVoters': 11675, 'percentageVoters': 53.17}",Vagos,Aveiro,0,302,2.59,,False,218,1.87,8,11675,53.17
92,['SILVÉRIO RODRIGUES REGALADO'],PPD/PSD,1,PPD/PSD,1,6,60.7,1,63.53,7087,"{'availableMandates': 0, 'blankVotes': 302, 'blankVotesPercentage': 2.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 218, 'nullVotesPercentage': 1.87, 'numberParishes': 8, 'numberVoters': 11675, 'percentageVoters': 53.17}",Vagos,Aveiro,0,302,2.59,,False,218,1.87,8,11675,53.17
93,['PAULO ALEXANDRE GIL CARDOSO'],PS,0,PS,1,0,8.75,0,9.15,1021,"{'availableMandates': 0, 'blankVotes': 302, 'blankVotesPercentage': 2.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 218, 'nullVotesPercentage': 1.87, 'numberParishes': 8, 'numberVoters': 11675, 'percentageVoters': 53.17}",Vagos,Aveiro,0,302,2.59,,False,218,1.87,8,11675,53.17
94,['PAULO RENATO FERREIRA PINTO DE OLIVEIRA'],B.E.,0,B.E.,1,0,1.45,0,1.51,187,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.03, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 272, 'nullVotesPercentage': 2.1, 'numberParishes': 7, 'numberVoters': 12922, 'percentageVoters': 63.9}",Vale de Cambra,Aveiro,0,262,2.03,,False,272,2.1,7,12922,63.9
95,['JOSÉ ALBERTO FREITAS SOARES PINHEIRO E SILVA'],CDS-PP,1,CDS-PP,1,5,58.19,1,60.7,7519,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.03, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 272, 'nullVotesPercentage': 2.1, 'numberParishes': 7, 'numberVoters': 12922, 'percentageVoters': 63.9}",Vale de Cambra,Aveiro,0,262,2.03,,False,272,2.1,7,12922,63.9
96,['JORGE MIGUEL FELICIANO DA COSTA'],CH,0,CH,1,0,1.28,0,1.33,165,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.03, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 272, 'nullVotesPercentage': 2.1, 'numberParishes': 7, 'numberVoters': 12922, 'percentageVoters': 63.9}",Vale de Cambra,Aveiro,0,262,2.03,,False,272,2.1,7,12922,63.9
97,['GERMANO DOMINGOS PEREIRA SOUSA DIAS'],PCP-PEV,0,PCP-PEV,1,0,1.24,0,1.29,160,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.03, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 272, 'nullVotesPercentage': 2.1, 'numberParishes': 7, 'numberVoters': 12922, 'percentageVoters': 63.9}",Vale de Cambra,Aveiro,0,262,2.03,,False,272,2.1,7,12922,63.9
98,['FREDERICO DA COSTA MARTINS'],PPD/PSD,0,PPD/PSD,1,1,14.05,0,14.65,1815,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.03, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 272, 'nullVotesPercentage': 2.1, 'numberParishes': 7, 'numberVoters': 12922, 'percentageVoters': 63.9}",Vale de Cambra,Aveiro,0,262,2.03,,False,272,2.1,7,12922,63.9
99,['TIAGO CORREIA FERNANDES'],PS,0,PS,1,1,19.67,0,20.52,2542,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.03, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 272, 'nullVotesPercentage': 2.1, 'numberParishes': 7, 'numberVoters': 12922, 'percentageVoters': 63.9}",Vale de Cambra,Aveiro,0,262,2.03,,False,272,2.1,7,12922,63.9
100,['CLÁUDIA MARIA LIMA AFONSO'],B.E.,0,B.E.,1,0,1.99,0,2.09,401,"{'availableMandates': 1, 'blankVotes': 673, 'blankVotesPercentage': 3.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 366, 'nullVotesPercentage': 1.81, 'numberParishes': 11, 'numberVoters': 20187, 'percentageVoters': 52.78}",Águeda,Aveiro,1,673,3.33,,False,366,1.81,11,20187,52.78
101,['ANTERO RICARDO DOS SANTOS ALMEIDA'],CDS-PP,0,CDS-PP,1,0,11.14,0,11.75,2249,"{'availableMandates': 1, 'blankVotes': 673, 'blankVotesPercentage': 3.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 366, 'nullVotesPercentage': 1.81, 'numberParishes': 11, 'numberVoters': 20187, 'percentageVoters': 52.78}",Águeda,Aveiro,1,673,3.33,,False,366,1.81,11,20187,52.78
102,['RUI SANTOS MELO'],CH,0,CH,1,0,3.87,0,4.08,781,"{'availableMandates': 1, 'blankVotes': 673, 'blankVotesPercentage': 3.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 366, 'nullVotesPercentage': 1.81, 'numberParishes': 11, 'numberVoters': 20187, 'percentageVoters': 52.78}",Águeda,Aveiro,1,673,3.33,,False,366,1.81,11,20187,52.78
103,['MILTON JOSÉ MATOS DA CONCEIÇÃO'],PCP-PEV,0,PCP-PEV,1,0,1.46,0,1.54,295,"{'availableMandates': 1, 'blankVotes': 673, 'blankVotesPercentage': 3.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 366, 'nullVotesPercentage': 1.81, 'numberParishes': 11, 'numberVoters': 20187, 'percentageVoters': 52.78}",Águeda,Aveiro,1,673,3.33,,False,366,1.81,11,20187,52.78
104,['JORGE HENRIQUE FERNANDES DE ALMEIDA'],PPD/PSD.MPT,1,PPD/PSD.MPT,1,4,46.07,1,48.57,9301,"{'availableMandates': 1, 'blankVotes': 673, 'blankVotesPercentage': 3.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 366, 'nullVotesPercentage': 1.81, 'numberParishes': 11, 'numberVoters': 20187, 'percentageVoters': 52.78}",Águeda,Aveiro,1,673,3.33,,False,366,1.81,11,20187,52.78
105,['FRANCISCO MANUEL GUEDES VITORINO'],PS,0,PS,1,2,30.32,0,31.97,6121,"{'availableMandates': 1, 'blankVotes': 673, 'blankVotesPercentage': 3.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 366, 'nullVotesPercentage': 1.81, 'numberParishes': 11, 'numberVoters': 20187, 'percentageVoters': 52.78}",Águeda,Aveiro,1,673,3.33,,False,366,1.81,11,20187,52.78
106,['FRANCISCO ANDRÉ PEREIRA FORJAZ DE LACERDA EVANGELISTA'],B.E.,0,B.E.,1,0,2.32,0,2.42,379,"{'availableMandates': 0, 'blankVotes': 484, 'blankVotesPercentage': 2.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 208, 'nullVotesPercentage': 1.27, 'numberParishes': 4, 'numberVoters': 16349, 'percentageVoters': 45.45}",Ílhavo,Aveiro,0,484,2.96,,False,208,1.27,4,16349,45.45
107,['SANDRA CRISTINA CALISTO ROQUE'],CDS-PP,0,CDS-PP,1,0,1.57,0,1.64,257,"{'availableMandates': 0, 'blankVotes': 484, 'blankVotesPercentage': 2.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 208, 'nullVotesPercentage': 1.27, 'numberParishes': 4, 'numberVoters': 16349, 'percentageVoters': 45.45}",Ílhavo,Aveiro,0,484,2.96,,False,208,1.27,4,16349,45.45
108,['LUIS ANDRÉ VIEIRA JOSÉ'],CH,0,CH,1,0,4.42,0,4.61,722,"{'availableMandates': 0, 'blankVotes': 484, 'blankVotesPercentage': 2.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 208, 'nullVotesPercentage': 1.27, 'numberParishes': 4, 'numberVoters': 16349, 'percentageVoters': 45.45}",Ílhavo,Aveiro,0,484,2.96,,False,208,1.27,4,16349,45.45
109,['VIRGÍLIO RAFAEL FELICIANO MONTEIRO DIAS'],PCP-PEV,0,PCP-PEV,1,0,1.57,0,1.64,257,"{'availableMandates': 0, 'blankVotes': 484, 'blankVotesPercentage': 2.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 208, 'nullVotesPercentage': 1.27, 'numberParishes': 4, 'numberVoters': 16349, 'percentageVoters': 45.45}",Ílhavo,Aveiro,0,484,2.96,,False,208,1.27,4,16349,45.45
110,['FERNANDO FIDALGO CAÇOILO'],PPD/PSD,0,PPD/PSD,1,3,31.63,0,33.03,5171,"{'availableMandates': 0, 'blankVotes': 484, 'blankVotesPercentage': 2.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 208, 'nullVotesPercentage': 1.27, 'numberParishes': 4, 'numberVoters': 16349, 'percentageVoters': 45.45}",Ílhavo,Aveiro,0,484,2.96,,False,208,1.27,4,16349,45.45
111,['EDUARDO CONDE PINTO'],PS,0,PS,1,1,20.8,0,21.72,3400,"{'availableMandates': 0, 'blankVotes': 484, 'blankVotesPercentage': 2.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 208, 'nullVotesPercentage': 1.27, 'numberParishes': 4, 'numberVoters': 16349, 'percentageVoters': 45.45}",Ílhavo,Aveiro,0,484,2.96,,False,208,1.27,4,16349,45.45
112,['JOÃO ANTÓNIO FILIPE CAMPOLARGO'],UPF,0,UPF,1,3,33.46,1,34.94,5471,"{'availableMandates': 0, 'blankVotes': 484, 'blankVotesPercentage': 2.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 208, 'nullVotesPercentage': 1.27, 'numberParishes': 4, 'numberVoters': 16349, 'percentageVoters': 45.45}",Ílhavo,Aveiro,0,484,2.96,,False,208,1.27,4,16349,45.45
113,['HUGO ALEXANDRE DA SILVA BETTENCOURT'],B.E.,0,B.E.,1,0,2.67,0,2.77,494,"{'availableMandates': 0, 'blankVotes': 463, 'blankVotesPercentage': 2.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 198, 'nullVotesPercentage': 1.07, 'numberParishes': 19, 'numberVoters': 18497, 'percentageVoters': 55.65}",Angra do Heroísmo,Açores,0,463,2.5,,False,198,1.07,19,18497,55.65
114,['HÉLIA MARIA PINHEIRO CARDOSO'],CH,0,CH,1,0,1.81,0,1.88,335,"{'availableMandates': 0, 'blankVotes': 463, 'blankVotesPercentage': 2.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 198, 'nullVotesPercentage': 1.07, 'numberParishes': 19, 'numberVoters': 18497, 'percentageVoters': 55.65}",Angra do Heroísmo,Açores,0,463,2.5,,False,198,1.07,19,18497,55.65
115,['ANTÓNIO PEDRO INOCÊNCIO'],PCP-PEV,0,PCP-PEV,1,0,1.14,0,1.18,210,"{'availableMandates': 0, 'blankVotes': 463, 'blankVotesPercentage': 2.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 198, 'nullVotesPercentage': 1.07, 'numberParishes': 19, 'numberVoters': 18497, 'percentageVoters': 55.65}",Angra do Heroísmo,Açores,0,463,2.5,,False,198,1.07,19,18497,55.65
116,['SANDRA MARIA DE SOUSA GARCIA'],PPD/PSD.CDS-PP.PPM,0,PPD/PSD.CDS-PP.PPM,1,3,37.95,0,39.35,7019,"{'availableMandates': 0, 'blankVotes': 463, 'blankVotesPercentage': 2.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 198, 'nullVotesPercentage': 1.07, 'numberParishes': 19, 'numberVoters': 18497, 'percentageVoters': 55.65}",Angra do Heroísmo,Açores,0,463,2.5,,False,198,1.07,19,18497,55.65
117,['JOSÉ GABRIEL DO ÁLAMO MENESES'],PS,1,PS,1,4,52.86,1,54.82,9778,"{'availableMandates': 0, 'blankVotes': 463, 'blankVotesPercentage': 2.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 198, 'nullVotesPercentage': 1.07, 'numberParishes': 19, 'numberVoters': 18497, 'percentageVoters': 55.65}",Angra do Heroísmo,Açores,0,463,2.5,,False,198,1.07,19,18497,55.65
118,['DÁRIO JORGE ÁVILA AMBRÓSIO'],PS,0,PS,1,2,43.53,0,45.03,1020,"{'availableMandates': 0, 'blankVotes': 64, 'blankVotesPercentage': 2.73, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 14, 'nullVotesPercentage': 0.6, 'numberParishes': 5, 'numberVoters': 2343, 'percentageVoters': 63.12}",Calheta,Açores,0,64,2.73,,False,14,0.6,5,2343,63.12
119,['DÉCIO NATÁLIO ALMADA PEREIRA'],«CCALHETA»,1,«CCALHETA»,1,3,53.14,1,54.97,1245,"{'availableMandates': 0, 'blankVotes': 64, 'blankVotesPercentage': 2.73, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 14, 'nullVotesPercentage': 0.6, 'numberParishes': 5, 'numberVoters': 2343, 'percentageVoters': 63.12}",Calheta,Açores,0,64,2.73,,False,14,0.6,5,2343,63.12
